gene_id,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10
Gene_2517,253,352,339,185,377,251,583,335,99,380
Gene_2518,71,252,186,112,218,180,129,265,372,95
Gene_2519,28,20,27,51,20,36,24,44,22,40
Gene_2520,206,270,376,319,270,254,462,275,506,507
Gene_2521,243,486,175,360,350,384,304,505,347,222
Gene_2522,478,492,454,395,252,655,508,232,567,457
Gene_2523,197,165,164,193,156,201,223,149,198,95
Gene_2524,401,515,400,424,608,446,289,554,579,585
Gene_2525,273,371,291,200,170,419,297,165,236,177
Gene_2526,75,133,76,80,94,173,165,138,211,109
Gene_2527,169,235,224,259,153,93,390,239,176,156
Gene_2528,75,116,150,104,170,91,107,118,104,120
Gene_2529,176,297,203,215,356,281,179,219,303,187
Gene_2530,319,319,226,216,138,233,293,232,286,121
Gene_2531,327,343,447,296,418,267,338,586,362,438
Gene_2532,304,606,318,184,472,609,189,420,538,555
Gene_2533,307,311,316,241,339,199,245,289,265,225
Gene_2534,398,240,350,285,233,206,239,227,223,362
Gene_2535,298,192,449,526,331,333,566,351,504,303
Gene_2536,68,138,75,121,57,95,41,52,47,62
Gene_2537,158,366,127,341,303,334,456,275,247,241
Gene_2538,505,674,267,560,589,532,450,277,581,688
Gene_2539,192,111,165,196,197,169,127,124,158,158
Gene_2540,27,21,26,14,11,31,30,35,16,14
Gene_2541,11,21,7,13,10,19,5,9,9,12
Gene_2542,9,31,15,32,22,23,22,32,29,16
Gene_2543,351,491,185,312,206,360,445,317,254,293
Gene_2544,434,535,121,270,256,537,464,299,601,411
Gene_2545,15,5,20,9,7,11,30,3,8,4
Gene_2546,307,333,202,485,406,252,343,473,320,212
Gene_2547,133,192,214,181,245,174,116,252,103,140
Gene_2548,174,322,167,183,309,188,160,137,169,88
Gene_2549,605,456,341,488,310,564,353,557,482,609
Gene_2550,425,302,416,300,519,253,437,288,196,313
Gene_2551,426,318,202,308,298,245,216,292,385,273
Gene_2552,305,262,260,193,161,348,155,223,199,212
Gene_2553,444,287,338,214,537,241,317,206,199,449
Gene_2554,261,109,263,124,136,59,116,88,96,150
Gene_2555,582,286,213,510,421,272,196,503,424,548
Gene_2556,119,54,81,62,30,71,107,68,97,47
Gene_2557,246,366,370,372,635,426,231,434,328,344
Gene_2558,94,109,167,222,100,90,185,120,172,93
Gene_2559,8,16,11,21,15,3,9,13,6,17
Gene_2560,430,343,587,336,260,341,551,305,310,461
Gene_2561,551,610,345,376,266,260,431,279,554,277
Gene_2562,313,298,571,344,462,397,296,418,364,520
Gene_2563,81,83,100,248,123,71,179,149,155,114
Gene_2564,134,110,61,79,69,119,95,102,129,143
Gene_2565,23,17,9,22,19,21,11,14,16,48
Gene_2566,21,23,55,45,33,50,65,33,24,64
Gene_2567,139,227,326,202,166,216,233,144,209,194
Gene_2568,110,126,94,183,97,72,142,261,176,228
Gene_2569,552,547,283,611,483,280,373,712,603,296
Gene_2570,91,77,64,232,125,79,93,128,72,84
Gene_2571,214,215,231,176,386,217,340,297,172,301
Gene_2572,384,452,860,665,456,475,412,605,328,683
Gene_2573,149,108,175,178,119,131,189,174,193,351
Gene_2574,667,519,239,876,463,225,375,560,443,379
Gene_2575,326,452,547,503,305,403,324,200,311,452
Gene_2576,96,130,153,220,129,184,131,155,98,153
Gene_2577,334,378,182,376,350,206,278,422,285,286
Gene_2578,154,103,147,73,237,315,113,164,221,149
Gene_2579,242,214,148,92,224,153,199,173,105,107
Gene_2580,197,332,285,395,338,347,283,557,552,264
Gene_2581,303,329,573,344,386,108,133,200,117,227
Gene_2582,9,10,13,15,12,14,7,16,22,14
Gene_2583,411,442,551,189,229,452,378,323,302,437
Gene_2584,55,42,69,69,57,40,38,54,78,76
Gene_2585,354,240,402,328,299,348,378,264,247,401
Gene_2586,319,327,231,376,317,314,392,189,355,461
Gene_2587,125,192,101,110,94,127,123,222,112,167
Gene_2588,22,10,20,12,13,26,11,5,23,4
Gene_2589,295,242,259,376,307,305,281,344,514,467
Gene_2590,435,802,701,579,342,464,284,465,346,483
Gene_2591,288,250,377,118,367,235,150,555,204,333
Gene_2592,333,374,308,526,356,544,378,471,498,693
Gene_2593,345,286,257,391,311,311,475,507,443,267
Gene_2594,163,203,239,248,115,384,145,321,274,417
Gene_2595,322,397,152,260,366,591,269,319,443,161
Gene_2596,472,339,350,336,522,301,372,253,640,326
Gene_2597,405,332,455,264,641,267,278,336,621,431
Gene_2598,155,128,66,164,97,129,66,71,117,117
Gene_2599,259,188,175,137,103,164,172,276,141,144
Gene_2600,345,250,186,193,422,318,318,460,470,298
Gene_2601,167,163,238,139,210,256,268,214,210,169
Gene_2602,175,236,223,323,435,214,394,274,351,291
Gene_2603,356,221,270,374,413,297,231,456,372,271
Gene_2604,44,41,53,58,49,48,34,42,55,61
Gene_2605,588,469,636,346,347,270,310,295,299,283
Gene_2606,336,304,446,274,324,495,385,483,700,363
Gene_2607,83,170,302,153,157,111,178,114,145,111
Gene_2608,372,527,305,363,529,527,642,259,492,447
Gene_2609,209,180,203,159,203,91,169,130,157,200
Gene_2610,331,297,272,217,597,347,675,410,482,294
Gene_2611,216,177,196,198,195,328,236,160,295,212
Gene_2612,210,344,209,309,169,162,191,267,138,178
Gene_2613,451,293,439,150,364,272,390,217,463,311
Gene_2614,470,736,475,263,480,373,549,638,376,572
Gene_2615,590,249,391,395,651,431,368,320,571,607
Gene_2616,61,75,75,147,68,144,121,140,170,234
Gene_2617,70,98,230,91,172,131,95,56,120,105
Gene_2618,177,231,91,172,177,125,275,240,273,139
Gene_2619,614,262,644,640,518,659,318,391,100,287
Gene_2620,330,260,350,429,603,392,457,183,329,268
Gene_2621,67,77,45,73,49,102,86,65,121,43
Gene_2622,173,340,221,282,337,176,322,261,323,202
Gene_2623,528,308,490,377,311,413,523,525,392,438
Gene_2624,32,20,26,5,22,16,30,21,27,23
Gene_2625,211,230,215,165,221,110,187,301,327,349
Gene_2626,70,69,40,36,49,85,123,46,75,86
Gene_2627,158,184,269,254,244,325,231,346,238,196
Gene_2628,53,36,23,22,13,38,32,22,38,19
Gene_2629,356,250,244,253,352,131,320,231,307,207
Gene_2630,365,392,446,401,536,635,373,396,434,432
Gene_2631,131,242,116,184,166,186,60,145,96,156
Gene_2632,172,133,134,255,121,290,331,158,148,125
Gene_2633,310,465,206,316,975,423,373,499,279,387
Gene_2634,125,100,109,98,192,154,102,60,100,84
Gene_2635,170,197,193,139,163,202,238,70,213,196
Gene_2636,417,811,563,488,481,851,591,481,311,428
Gene_2637,237,431,368,198,302,90,336,396,275,253
Gene_2638,293,349,303,423,302,195,479,312,367,421
Gene_2639,266,200,207,390,273,301,219,89,333,384
Gene_2640,22,101,29,36,19,61,41,45,98,79
Gene_2641,282,354,252,196,395,462,463,261,443,287
Gene_2642,325,712,373,366,496,387,416,393,552,429
Gene_2643,175,171,258,334,280,620,215,267,589,191
Gene_2644,40,71,54,30,73,30,55,79,67,119
Gene_2645,154,341,520,271,268,241,421,180,236,209
Gene_2646,163,88,48,107,91,40,62,79,36,76
Gene_2647,273,412,287,217,254,381,365,302,287,400
Gene_2648,1013,284,443,440,467,484,295,375,688,587
Gene_2649,289,135,151,217,237,320,288,307,295,439
Gene_2650,121,85,96,129,67,95,76,72,130,50
Gene_2651,174,161,208,129,190,204,202,140,138,197
Gene_2652,217,234,264,197,213,210,357,233,238,320
Gene_2653,211,301,353,369,245,381,205,274,352,268
Gene_2654,205,300,144,259,213,225,249,95,315,334
Gene_2655,98,109,115,107,94,126,146,68,95,117
Gene_2656,317,310,154,180,385,264,170,198,243,305
Gene_2657,478,467,266,429,431,704,734,373,652,585
Gene_2658,398,302,453,363,417,399,271,473,354,663
Gene_2659,585,254,302,395,225,298,212,439,360,394
Gene_2660,280,393,452,221,457,208,570,520,462,323
Gene_2661,334,85,206,142,207,163,218,207,184,138
Gene_2662,81,77,117,152,165,84,90,86,136,162
Gene_2663,105,93,185,73,71,96,139,59,90,128
Gene_2664,86,118,95,70,69,51,75,72,124,96
Gene_2665,232,182,211,214,125,199,348,217,227,186
Gene_2666,533,471,364,367,537,397,409,498,366,367
Gene_2667,266,215,389,547,253,318,344,664,264,639
Gene_2668,299,485,281,327,325,397,402,393,234,593
Gene_2669,114,119,45,153,206,135,163,131,126,121
Gene_2670,425,571,625,377,537,554,230,425,390,558
Gene_2671,331,212,325,319,345,368,196,311,191,389
Gene_2672,259,133,305,335,307,388,310,216,365,382
Gene_2673,439,445,129,218,497,215,357,511,470,239
Gene_2674,162,271,288,164,431,281,199,518,158,492
Gene_2675,611,265,864,364,376,279,550,381,476,361
Gene_2676,155,93,105,137,75,158,133,87,140,102
Gene_2677,188,194,187,201,292,141,171,144,148,245
Gene_2678,283,541,330,532,452,424,374,137,526,383
Gene_2679,193,178,483,171,277,329,324,545,191,210
Gene_2680,183,177,101,136,267,137,90,205,184,206
Gene_2681,214,189,226,199,193,213,235,225,301,231
Gene_2682,87,177,91,175,184,148,168,227,65,136
Gene_2683,420,293,227,418,373,465,298,508,496,342
Gene_2684,293,511,524,716,230,405,352,874,515,691
Gene_2685,222,254,217,267,421,270,219,306,354,248
Gene_2686,260,191,321,205,159,341,197,598,281,189
Gene_2687,356,438,393,316,220,321,320,209,268,298
Gene_2688,569,283,569,309,373,676,325,387,338,609
Gene_2689,222,468,329,428,437,386,434,786,701,453
Gene_2690,339,483,256,355,318,194,169,168,482,236
Gene_2691,170,206,336,240,181,286,147,228,263,242
Gene_2692,395,331,353,191,163,166,325,310,339,230
Gene_2693,70,114,147,63,88,136,75,124,102,110
Gene_2694,443,557,216,598,454,165,524,513,571,189
Gene_2695,66,118,116,150,59,42,115,106,114,75
Gene_2696,336,148,284,114,230,298,268,247,321,503
Gene_2697,104,159,103,139,290,89,142,104,277,105
Gene_2698,629,389,402,611,354,215,650,245,395,574
Gene_2699,340,177,387,424,287,329,297,216,276,250
Gene_2700,667,554,653,682,542,458,368,325,533,503
Gene_2701,259,534,392,828,666,424,460,318,362,506
Gene_2702,168,248,327,495,325,389,569,245,416,439
Gene_2703,437,288,467,492,363,242,272,236,368,666
Gene_2704,295,603,565,633,189,447,436,464,380,473
Gene_2705,181,278,157,312,498,218,432,303,277,256
Gene_2706,334,389,500,271,287,658,325,435,388,672
Gene_2707,40,77,97,113,75,75,82,84,62,70
Gene_2708,253,185,262,166,327,413,303,313,242,202
Gene_2709,210,179,459,322,355,349,142,233,225,189
Gene_2710,266,149,119,225,238,173,131,172,248,161
Gene_2711,61,107,105,83,165,140,85,114,108,81
Gene_2712,123,136,147,54,112,72,101,69,111,154
Gene_2713,545,391,512,362,496,281,379,315,467,575
Gene_2714,268,163,128,266,235,165,399,292,303,160
Gene_2715,520,626,549,604,373,770,648,352,328,307
Gene_2716,52,49,51,34,49,28,57,34,42,50
Gene_2717,279,379,411,342,372,412,311,231,350,298
Gene_2718,61,67,23,54,46,43,81,41,54,41
Gene_2719,28,32,56,34,52,55,22,35,77,70
Gene_2720,101,145,141,137,129,192,83,162,178,184
Gene_2721,267,399,498,607,470,900,155,388,561,363
Gene_2722,565,599,485,667,600,525,291,666,442,408
Gene_2723,128,143,173,116,53,217,69,139,144,134
Gene_2724,373,240,278,362,296,331,283,226,311,348
Gene_2725,46,78,65,55,36,62,66,35,43,45
Gene_2726,488,428,785,515,685,650,581,384,387,502
Gene_2727,58,56,57,28,49,45,65,74,78,44
Gene_2728,119,43,143,65,134,95,44,91,107,51
Gene_2729,163,193,83,122,227,104,115,261,91,88
Gene_2730,119,123,133,139,96,161,49,85,105,87
Gene_2731,187,172,222,156,175,226,326,268,245,298
Gene_2732,52,76,111,104,94,46,67,45,50,75
Gene_2733,203,135,160,152,232,273,221,95,151,121
Gene_2734,171,342,525,405,546,514,298,564,310,316
Gene_2735,385,223,194,215,389,192,244,103,188,200
Gene_2736,622,479,393,368,366,797,316,474,512,395
Gene_2737,176,130,113,308,115,93,106,156,160,92
Gene_2738,144,245,241,349,182,135,192,271,338,302
Gene_2739,307,179,186,184,159,148,205,272,144,320
Gene_2740,290,273,178,261,198,362,196,305,312,85
Gene_2741,338,489,494,539,568,368,341,585,345,181
Gene_2742,55,96,78,68,64,73,39,65,93,58
Gene_2743,464,361,457,589,419,495,500,322,293,509
Gene_2744,89,141,118,81,124,160,109,90,120,104
Gene_2745,73,64,76,110,48,140,55,91,98,159
Gene_2746,390,274,242,331,333,188,279,282,298,370
Gene_2747,420,429,443,650,356,411,321,407,260,261
Gene_2748,362,166,93,243,192,183,165,206,119,262
Gene_2749,558,346,622,477,469,290,226,328,497,279
Gene_2750,163,159,232,199,323,292,200,348,254,174
Gene_2751,413,235,301,307,291,310,243,420,198,409
Gene_2752,397,448,288,332,164,456,544,561,412,682
Gene_2753,163,486,283,425,363,192,540,190,648,384
Gene_2754,149,243,111,220,275,193,134,91,212,125
Gene_2755,30,57,32,51,48,75,46,40,32,33
Gene_2756,220,211,259,187,284,330,157,174,255,268
Gene_2757,135,123,89,133,144,117,132,118,103,235
Gene_2758,353,245,373,491,226,402,326,462,658,296
Gene_2759,512,572,462,476,368,249,360,221,209,489
Gene_2760,116,118,145,122,157,110,121,216,101,220
Gene_2761,168,266,467,341,242,141,234,286,230,170
Gene_2762,196,148,174,170,190,230,194,111,144,246
Gene_2763,822,594,760,498,387,888,380,710,416,542
Gene_2764,451,467,293,246,325,272,277,328,233,249
Gene_2765,456,256,306,215,389,341,406,296,387,461
Gene_2766,334,433,383,320,330,371,255,256,307,242
Gene_2767,101,237,72,193,129,135,146,197,124,135
Gene_2768,253,97,89,163,133,213,295,130,79,221
Gene_2769,321,180,199,280,308,258,318,280,231,347
Gene_2770,199,327,186,307,251,178,216,219,303,192
Gene_2771,495,317,262,323,338,291,329,510,414,473
Gene_2772,38,80,62,54,51,56,38,46,59,24
Gene_2773,154,105,138,114,100,145,218,161,53,41
Gene_2774,384,698,494,479,403,547,407,526,486,446
Gene_2775,246,296,348,364,291,257,222,177,263,288
Gene_2776,350,340,528,317,405,531,371,429,218,370
Gene_2777,465,606,381,346,317,475,336,511,715,272
Gene_2778,318,169,105,306,373,384,545,526,306,519
Gene_2779,15,13,14,15,20,15,29,10,13,24
Gene_2780,140,253,149,121,125,68,149,120,141,182
Gene_2781,379,290,325,256,173,460,349,378,276,546
Gene_2782,349,525,470,366,189,336,696,368,447,385
Gene_2783,370,462,420,344,486,808,263,736,811,600
Gene_2784,44,43,39,25,29,51,35,45,36,43
Gene_2785,12,46,33,43,32,56,39,47,26,43
Gene_2786,232,164,409,310,248,409,222,315,475,269
Gene_2787,319,356,235,254,310,408,284,532,286,333
Gene_2788,166,127,213,226,247,228,275,226,233,150
Gene_2789,434,465,392,348,397,894,374,395,478,286
Gene_2790,358,400,428,392,590,602,357,324,303,309
Gene_2791,255,136,327,346,113,224,360,257,148,193
Gene_2792,325,189,209,259,190,346,310,134,229,401
Gene_2793,303,237,475,402,514,125,468,314,222,267
Gene_2794,209,253,207,155,279,284,339,293,136,409
Gene_2795,94,101,94,63,61,88,130,90,62,95
Gene_2796,148,146,284,104,225,86,108,174,158,201
Gene_2797,74,86,217,109,113,126,152,143,101,139
Gene_2798,194,210,265,224,213,209,340,275,147,364
Gene_2799,233,187,476,253,376,324,499,451,572,580
Gene_2800,355,171,104,235,442,207,248,311,87,220
Gene_2801,253,698,368,550,283,319,282,739,395,587
Gene_2802,374,290,251,396,443,608,462,323,481,368
Gene_2803,365,321,287,382,335,240,273,383,194,318
Gene_2804,30,39,32,44,39,28,49,41,43,43
Gene_2805,186,129,223,195,208,97,128,191,77,151
Gene_2806,303,285,549,245,368,490,346,311,604,387
Gene_2807,168,125,93,62,99,82,79,54,135,123
Gene_2808,237,563,448,248,430,341,230,310,661,354
Gene_2809,151,315,463,333,492,255,495,319,434,351
Gene_2810,218,333,208,215,177,266,228,524,398,418
Gene_2811,141,83,105,93,109,52,77,19,103,32
Gene_2812,446,320,357,360,401,242,579,153,265,218
Gene_2813,594,269,212,508,509,510,599,507,424,300
Gene_2814,149,267,173,155,148,334,277,286,190,222
Gene_2815,23,20,33,47,14,27,23,25,28,34
Gene_2816,227,302,188,294,212,283,198,457,152,198
Gene_2817,368,297,412,583,391,377,309,330,235,327
Gene_2818,70,199,369,127,186,264,243,136,250,199
Gene_2819,291,145,199,215,137,243,298,240,188,130
Gene_2820,190,260,282,343,376,387,324,303,347,192
Gene_2821,119,154,107,94,112,219,115,193,130,154
Gene_2822,33,48,39,41,51,38,30,55,55,58
Gene_2823,614,659,880,299,273,412,650,317,444,377
Gene_2824,182,247,154,223,338,180,238,359,338,230
Gene_2825,96,77,58,59,82,92,71,125,107,101
Gene_2826,553,386,315,329,301,285,485,322,292,480
Gene_2827,281,430,470,395,426,355,498,509,483,806
Gene_2828,405,306,398,311,367,401,229,356,547,320
Gene_2829,290,394,214,245,322,385,302,238,238,366
Gene_2830,369,388,453,472,383,401,340,399,300,214
Gene_2831,147,498,292,434,419,272,330,211,368,608
Gene_2832,13,22,15,7,7,11,18,14,13,15
Gene_2833,198,203,191,142,306,268,212,120,136,309
Gene_2834,171,162,152,180,178,242,292,166,199,194
Gene_2835,273,243,235,262,337,173,218,386,174,233
Gene_2836,210,235,202,157,244,172,117,159,113,117
Gene_2837,92,89,164,86,154,112,178,125,84,179
Gene_2838,62,64,51,59,34,41,18,41,34,50
Gene_2839,76,73,102,84,54,127,133,111,93,87
Gene_2840,170,490,414,197,509,410,314,268,400,386
Gene_2841,302,376,163,510,217,330,126,258,279,469
Gene_2842,354,476,396,360,408,383,373,314,307,433
Gene_2843,100,96,78,126,97,147,178,109,58,165
Gene_2844,186,87,209,185,361,185,145,302,201,363
Gene_2845,129,67,162,98,208,140,135,159,161,181
Gene_2846,63,93,54,34,67,74,36,81,51,73
Gene_2847,44,28,42,40,49,69,49,53,44,58
Gene_2848,353,476,331,420,441,464,171,560,285,483
Gene_2849,676,360,556,430,979,335,225,396,383,468
Gene_2850,267,297,423,191,241,342,230,233,218,324
Gene_2851,10,13,18,21,12,21,7,11,19,9
Gene_2852,616,442,275,414,484,539,809,376,761,1012
Gene_2853,74,78,33,93,56,44,80,70,80,122
Gene_2854,96,74,98,45,81,114,122,71,77,119
Gene_2855,81,35,51,35,59,41,39,56,43,73
Gene_2856,53,43,52,35,55,38,34,40,48,26
Gene_2857,389,146,295,552,473,461,478,338,227,280
Gene_2858,114,134,84,105,100,96,110,110,112,163
Gene_2859,169,162,165,133,160,121,165,127,104,122
Gene_2860,138,228,188,253,126,134,226,241,390,250
Gene_2861,148,145,106,141,82,89,150,247,159,106
Gene_2862,146,81,198,155,162,200,108,109,212,86
Gene_2863,141,100,201,92,94,70,130,186,156,171
Gene_2864,202,201,224,175,304,90,317,381,205,416
Gene_2865,178,128,182,159,159,204,156,161,89,244
Gene_2866,282,344,587,385,265,363,193,308,224,227
Gene_2867,265,273,198,181,213,155,135,164,163,137
Gene_2868,156,181,186,215,233,124,234,157,110,139
Gene_2869,475,282,567,321,489,524,404,318,380,676
Gene_2870,166,147,236,134,101,107,161,128,174,114
Gene_2871,340,528,332,447,274,420,295,403,543,441
Gene_2872,330,313,366,343,444,492,428,330,443,289
Gene_2873,511,266,303,500,471,257,395,603,351,432
Gene_2874,113,94,152,133,114,140,99,120,214,148
Gene_2875,114,237,272,236,205,280,210,345,375,402
Gene_2876,56,19,29,54,41,10,61,25,29,20
Gene_2877,32,31,44,28,35,17,26,18,20,31
Gene_2878,74,113,80,89,140,32,57,125,73,126
Gene_2879,262,229,288,303,356,315,270,182,294,163
Gene_2880,355,390,438,451,415,583,409,355,430,199
Gene_2881,454,200,465,254,396,382,419,190,293,299
Gene_2882,153,197,276,233,254,183,137,246,207,259
Gene_2883,198,314,216,219,313,281,215,232,206,225
Gene_2884,704,389,611,916,498,412,724,401,420,655
Gene_2885,252,161,242,178,149,193,177,161,196,152
Gene_2886,134,209,177,122,121,183,166,145,197,203
Gene_2887,132,218,273,210,161,138,257,276,158,271
Gene_2888,422,432,373,612,330,286,489,652,565,321
Gene_2889,41,20,24,41,65,23,33,26,57,39
Gene_2890,436,125,317,391,406,224,218,338,347,350
Gene_2891,357,517,246,345,410,460,559,542,297,303
Gene_2892,574,236,303,192,291,231,179,266,178,368
Gene_2893,93,359,138,174,244,170,242,166,201,164
Gene_2894,136,168,351,170,224,205,169,127,191,188
Gene_2895,20,32,46,28,26,23,60,54,25,38
Gene_2896,178,342,335,298,348,228,194,138,404,183
Gene_2897,704,493,195,595,324,401,293,535,375,513
Gene_2898,407,371,377,431,516,502,103,294,273,212
Gene_2899,363,122,226,198,186,219,108,157,229,192
Gene_2900,399,551,560,269,264,219,461,513,266,375
Gene_2901,76,68,95,87,66,93,140,112,93,60
Gene_2902,346,377,253,354,517,824,405,646,483,406
Gene_2903,272,282,378,451,548,592,334,432,505,478
Gene_2904,720,407,364,428,417,400,690,380,288,371
Gene_2905,613,441,234,435,329,238,489,586,472,839
Gene_2906,556,507,397,427,515,576,573,555,442,403
Gene_2907,29,15,21,15,24,14,20,29,13,21
Gene_2908,168,215,156,201,444,159,153,452,152,248
Gene_2909,82,96,92,59,60,106,71,72,74,70
Gene_2910,301,343,205,566,570,546,733,485,908,464
Gene_2911,229,200,244,163,198,282,249,346,279,199
Gene_2912,175,184,382,316,208,267,145,326,195,329
Gene_2913,243,300,190,228,313,458,459,274,405,430
Gene_2914,111,99,79,75,86,77,83,95,142,91
Gene_2915,216,347,434,246,351,86,349,218,305,196
Gene_2916,200,210,109,277,153,209,197,186,216,307
Gene_2917,299,259,280,222,513,421,314,154,379,272
Gene_2918,384,186,249,263,375,477,573,443,530,321
Gene_2919,292,264,326,567,672,529,473,351,416,706
Gene_2920,55,55,93,98,45,83,105,104,105,66
Gene_2921,263,237,216,201,172,137,277,240,224,132
Gene_2922,105,103,100,129,78,127,101,75,119,102
Gene_2923,364,272,408,477,402,463,368,203,358,324
Gene_2924,52,87,114,52,110,34,110,62,119,53
Gene_2925,219,114,324,221,216,112,221,159,241,109
Gene_2926,357,253,293,477,433,484,407,252,184,280
Gene_2927,295,261,181,195,119,216,197,213,82,254
Gene_2928,221,242,145,140,266,301,188,159,259,170
Gene_2929,25,36,41,28,24,78,64,30,36,49
Gene_2930,240,337,139,264,244,186,154,245,225,146
Gene_2931,376,250,200,149,162,252,278,339,275,179
Gene_2932,375,357,423,261,484,414,173,319,252,509
Gene_2933,123,191,294,223,167,260,241,268,248,174
Gene_2934,187,198,105,134,125,128,127,253,78,251
Gene_2935,735,506,410,501,572,483,534,480,348,968
Gene_2936,180,242,147,299,242,181,177,101,248,136
Gene_2937,46,74,46,64,63,60,69,46,98,82
Gene_2938,457,282,461,521,221,527,367,328,552,226
Gene_2939,38,50,46,67,107,113,105,43,87,71
Gene_2940,347,166,298,236,347,200,386,403,300,211
Gene_2941,513,503,336,477,230,522,446,375,347,644
Gene_2942,313,306,577,250,467,243,422,375,295,448
Gene_2943,227,305,318,419,410,471,333,249,235,367
Gene_2944,185,150,416,141,376,262,512,199,343,192
Gene_2945,297,388,408,201,461,497,346,515,729,384
Gene_2946,49,50,27,49,36,26,20,31,27,39
Gene_2947,440,440,459,475,604,395,281,333,664,661
Gene_2948,33,13,16,21,6,9,6,11,16,30
Gene_2949,202,404,179,403,218,218,259,358,326,343
Gene_2950,132,72,125,88,142,120,118,193,158,96
Gene_2951,304,620,645,394,433,543,477,437,577,348
Gene_2952,560,437,541,447,412,425,628,244,650,338
Gene_2953,99,157,137,132,154,209,158,168,75,134
Gene_2954,445,236,495,361,471,334,349,572,711,352
Gene_2955,355,218,177,615,437,241,375,332,227,415
Gene_2956,505,457,353,481,645,557,366,329,312,555
Gene_2957,376,163,285,403,498,306,259,308,296,270
Gene_2958,772,444,570,397,393,490,503,464,592,434
Gene_2959,63,149,157,242,173,237,144,130,138,134
Gene_2960,60,62,52,42,87,87,48,86,91,62
Gene_2961,328,450,403,197,411,244,351,281,234,202
Gene_2962,243,236,449,309,237,388,349,296,378,210
Gene_2963,472,628,488,514,246,436,253,317,447,516
Gene_2964,161,216,399,147,136,293,252,128,227,148
Gene_2965,516,396,389,632,599,483,454,422,609,320
Gene_2966,166,259,313,140,302,196,315,249,208,546
Gene_2967,287,450,996,467,473,645,669,441,424,511
Gene_2968,348,332,272,648,347,370,379,365,424,251
Gene_2969,132,141,283,123,160,174,191,175,164,234
Gene_2970,521,509,260,303,401,260,306,467,335,519
Gene_2971,235,171,194,307,184,187,131,163,196,131
Gene_2972,387,204,322,306,185,299,226,187,241,219
Gene_2973,226,484,401,355,517,304,353,198,409,350
Gene_2974,477,507,610,477,225,409,395,328,351,348
Gene_2975,273,244,290,211,289,378,390,298,429,295
Gene_2976,619,534,666,179,481,212,473,516,244,488
Gene_2977,171,109,171,147,177,124,209,214,150,187
Gene_2978,247,184,196,159,232,145,177,184,192,306
Gene_2979,313,440,478,213,130,252,324,328,292,254
Gene_2980,297,379,238,260,283,194,232,418,346,270
Gene_2981,322,451,149,165,265,165,148,240,216,108
Gene_2982,210,113,158,153,241,60,131,114,141,186
Gene_2983,54,166,62,198,156,114,141,116,107,181
Gene_2984,287,477,487,445,214,564,298,249,389,319
Gene_2985,421,202,485,294,567,283,462,542,327,677
Gene_2986,377,402,471,493,925,325,353,340,251,627
Gene_2987,515,340,481,327,388,415,334,433,302,240
Gene_2988,94,182,113,133,82,158,117,117,127,65
Gene_2989,390,548,673,447,691,382,267,556,419,724
Gene_2990,264,415,88,258,187,220,152,219,232,235
Gene_2991,54,40,78,49,94,52,56,61,51,64
Gene_2992,281,559,317,307,339,432,307,425,531,375
Gene_2993,571,308,284,444,547,557,503,428,390,325
Gene_2994,48,107,84,63,126,47,86,79,77,79
Gene_2995,503,248,152,293,282,178,290,295,316,279
Gene_2996,264,408,457,344,231,361,500,538,332,192
Gene_2997,65,118,33,66,65,110,84,84,67,70
Gene_2998,221,143,176,211,338,220,256,216,233,213
Gene_2999,167,331,517,362,180,381,528,166,411,270
Gene_3000,319,349,505,398,892,547,431,414,428,444
Gene_3001,82,119,154,98,165,190,125,108,149,121
Gene_3002,40,14,29,26,17,32,28,37,33,44
Gene_3003,338,351,356,531,426,345,187,270,271,319
Gene_3004,221,133,203,222,188,122,210,247,300,229
Gene_3005,655,447,616,338,411,445,331,272,468,727
Gene_3006,109,69,196,129,116,91,105,99,137,149
Gene_3007,49,29,54,55,60,37,38,55,34,53
Gene_3008,223,293,490,359,291,364,238,313,396,115
Gene_3009,531,397,370,649,402,416,588,371,460,375
Gene_3010,286,160,206,436,110,368,340,329,371,139
Gene_3011,284,110,214,313,165,239,240,340,188,143
Gene_3012,152,103,145,114,94,203,169,147,49,75
Gene_3013,91,53,42,57,72,69,36,63,61,63
Gene_3014,458,673,449,516,388,231,332,581,403,410
Gene_3015,110,257,210,120,179,190,173,245,169,196
Gene_3016,80,115,66,58,104,90,22,68,24,55
Gene_3017,193,186,175,155,241,299,251,403,251,223
Gene_3018,209,448,450,345,446,417,589,375,175,288
Gene_3019,180,190,273,215,184,174,237,400,248,305
Gene_3020,203,163,174,219,257,330,265,210,159,128
Gene_3021,108,33,166,130,172,70,190,118,161,179
Gene_3022,295,340,385,233,142,312,205,368,148,207
Gene_3023,224,466,401,371,365,268,207,181,354,271
Gene_3024,24,46,62,49,24,47,29,59,98,63
Gene_3025,377,416,172,275,380,228,290,303,354,349
Gene_3026,57,29,40,76,69,32,49,36,28,50
Gene_3027,349,223,226,116,170,210,188,232,233,190
Gene_3028,147,213,273,192,246,227,260,164,262,450
Gene_3029,225,258,370,180,76,202,237,348,230,319
Gene_3030,43,47,38,22,53,62,25,66,37,32
Gene_3031,183,186,148,205,161,169,162,279,134,160
Gene_3032,160,354,278,243,202,86,194,161,146,324
